index,age,departement,categorie_socio_professionnelle,type_de_bien,statut,surface,montant_assure,debut_contrat,nb_sinistres_depuis_ouverture,ouverture_dernier_sinistre,cloture_dernier_sinistre,cotisation_n-1,cotisation_n,target
312,52.0,973,Employés,Appartement,Propriétaire,63.15,32969.0,2000-12-07 00:00:00,1.0,2001-08-08 04:30:50,2001-09-21 04:30:50,210.3,214.46,0
313,22.0,75,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,99.34,14498.0,2005-10-18 00:00:00,2.0,2006-01-07 09:57:01,2006-03-28 09:57:01,378.44,384.23,1
314,46.0,94,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,97.51,20497.0,2003-06-01 00:00:00,2.0,2004-10-19 11:12:21,2004-10-20 11:12:21,209.37,209.49,0
315,37.0,65,Employés,Maison,Locataire,124.62,37697.0,2020-04-29 00:00:00,2.0,2020-10-09 08:58:37,2020-11-21 20:58:37,398.9,431.78,0
316,31.0,74,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,75.56,29887.0,2018-04-17 00:00:00,0.0,,,208.1,208.61,0
317,33.0,14,Ouvriers,Maison,Propriétaire,89.87,32590.0,1996-01-09 00:00:00,2.0,1997-01-29 01:34:32,1997-01-30 01:34:32,356.59,356.61,0
318,38.0,68,Employés,Appartement,Propriétaire,77.89,20362.0,2006-04-27 00:00:00,2.0,2007-09-26 21:52:40,2007-11-05 21:52:40,221.53,224.45,0
319,43.0,976,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,89.93,26020.0,2009-11-07 00:00:00,1.0,2011-02-27 13:15:10,2011-06-22 13:15:10,204.32,204.32,1
320,21.0,43,Employés,Maison,Propriétaire,131.06,40518.0,2001-06-14 00:00:00,2.0,2003-11-11 13:54:45,2004-01-15 13:54:45,348.38,390.54,1
321,30.0,92,Inactifs,Maison,Locataire,140.32,13080.0,2007-04-24 00:00:00,3.0,2007-11-07 06:01:27,2008-02-15 06:01:27,397.65,436.85,0
322,36.0,63,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,114.3,24223.0,2018-08-06 00:00:00,1.0,2019-02-12 10:09:09,2019-05-29 10:09:09,424.84,428.46,0
323,28.0,07,Ouvriers,Maison,Occupant à titre gratuit,97.68,19282.0,2019-09-22 00:00:00,1.0,2019-12-11 09:42:50,2020-03-08 09:42:50,368.04,377.19,0
324,47.0,73,Agriculteurs exploitants,Appartement,Occupant à titre gratuit,77.73,23847.0,2015-04-11 00:00:00,1.0,2019-02-05 02:31:48,2019-04-13 02:31:48,215.35,217.33,0
325,67.0,2B,Ouvriers,Appartement,Locataire,85.56,24867.0,2010-12-21 00:00:00,2.0,2015-02-26 02:30:35,2015-03-29 02:30:35,206.71,217.99,0
326,56.0,94,Employés,Appartement,Propriétaire,93.32,26673.0,1999-04-12 00:00:00,1.0,2001-03-04 18:29:29,2001-03-05 18:29:29,254.39,255.15,0
327,18.0,92,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,48.03,14203.0,2016-06-23 00:00:00,1.0,2020-01-08 08:44:01,2020-01-26 08:44:01,215.25,219.73,0
328,34.0,01,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,75.57,12199.0,2008-07-04 00:00:00,1.0,2011-01-09 01:07:55,2011-03-27 01:07:55,210.23,210.72,1
329,54.0,14,Employés,Appartement,Locataire,49.44,31947.0,1996-07-23 00:00:00,1.0,2000-09-29 07:21:01,2000-12-18 07:21:01,211.44,212.35,0
330,40.0,94,Cadres et professions intellectuelles supérieures,Maison,Locataire,98.41,24528.0,2007-01-02 00:00:00,1.0,2008-05-10 10:28:23,2008-05-20 10:28:23,368.9,373.8,0
331,60.0,22,Employés,Appartement,Locataire,62.37,15656.0,2015-11-03 00:00:00,1.0,2018-06-10 13:50:57,2018-09-17 13:50:57,237.13,240.02,0
332,46.0,33,Ouvriers,Appartement,Locataire,93.16,10650.0,1997-09-10 00:00:00,1.0,1999-01-09 04:21:56,1999-02-05 04:21:56,226.65,227.15,0
333,60.0,2A,Employés,Maison,Locataire,126.5,53263.0,2010-03-03 00:00:00,2.0,2011-08-31 10:17:58,2011-09-01 10:17:58,352.33,358.16,0
334,15.0,93,Employés,Maison,Propriétaire,126.66,15845.0,2019-11-20 00:00:00,3.0,2020-09-24 06:10:23,2020-11-15 06:10:23,378.12,393.18,0
335,37.0,91,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,61.59,15384.0,2017-01-14 00:00:00,1.0,2017-09-10 20:14:38,2017-11-23 20:14:38,223.34,238.06,1
336,30.0,15,Employés,Maison,Propriétaire,96.69,18415.0,2013-07-17 00:00:00,1.0,2014-04-10 12:36:02,2014-05-06 12:36:02,403.14,403.77,0
337,38.0,50,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,67.6,19131.0,2011-01-14 00:00:00,2.0,2012-09-01 00:07:08,2012-09-02 00:07:08,235.99,244.55,0
338,45.0,70,Agriculteurs exploitants,Appartement,Propriétaire,58.74,17951.0,1997-07-11 00:00:00,2.0,2002-01-27 21:00:45,2002-05-19 21:00:45,216.54,237.55,1
339,27.0,79,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,66.3,12840.0,2001-03-28 00:00:00,1.0,2003-03-11 13:41:52,2003-04-25 13:41:52,240.78,240.88,1
340,63.0,09,Cadres et professions intellectuelles supérieures,Maison,Locataire,117.82,15203.0,1999-09-26 00:00:00,2.0,2003-02-26 16:15:41,2003-05-03 16:15:41,347.57,372.75,0
341,62.0,56,Employés,Appartement,Propriétaire,73.5,7082.0,2008-02-20 00:00:00,2.0,2012-08-03 11:17:40,2012-10-28 11:17:40,240.38,246.59,0
342,49.0,91,Employés,Appartement,Propriétaire,85.14,33742.0,2007-04-14 00:00:00,4.0,2010-11-18 16:24:34,2011-03-07 16:24:34,246.03,285.4,1
343,53.0,69,Agriculteurs exploitants,Appartement,Propriétaire,69.35,27656.0,2002-06-22 00:00:00,0.0,,,206.7,206.94,0
344,31.0,04,Employés,Maison,Propriétaire,48.64,18722.0,2008-12-14 00:00:00,1.0,2012-12-11 23:18:47,2013-02-21 23:18:47,367.99,384.81,1
345,29.0,95,Employés,Maison,Propriétaire,91.19,25017.0,2001-01-21 00:00:00,1.0,2005-03-20 11:45:16,2005-05-13 11:45:16,360.95,367.03,1
346,31.0,75,Agriculteurs exploitants,Appartement,Propriétaire,54.02,31106.0,2014-11-03 00:00:00,0.0,,,230.72,230.85,1
347,45.0,75,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,120.71,31866.0,2017-11-02 00:00:00,0.0,,,341.96,343.68,0
348,50.0,37,Employés,Appartement,Propriétaire,87.15,23143.0,2017-09-25 00:00:00,1.0,2017-12-21 02:19:23,2018-02-17 02:19:23,216.57,219.74,0
349,34.0,73,Employés,Appartement,Locataire,67.96,13387.0,2001-10-25 00:00:00,0.0,,,217.1,223.92,0
350,44.0,75,Employés,Maison,Locataire,123.5,11506.0,2012-02-29 00:00:00,0.0,,,374.17,386.64,0
351,25.0,74,Ouvriers,Appartement,Propriétaire,58.88,25222.0,2020-11-29 00:00:00,1.0,2020-12-12 08:45:57,2020-12-27 02:45:57,208.65,211.06,0
352,61.0,56,Employés,Appartement,Locataire,76.63,13195.0,2010-05-29 00:00:00,1.0,2013-09-13 17:58:36,2014-01-13 17:58:36,237.22,240.27,0
353,39.0,91,Employés,Appartement,Propriétaire,58.44,20803.0,1999-01-27 00:00:00,2.0,2001-06-17 19:14:03,2001-06-18 19:14:03,215.68,224.71,1
354,15.0,91,Inactifs,Maison,Locataire,74.95,12527.0,1997-01-10 00:00:00,2.0,1999-02-17 22:39:05,1999-02-18 22:39:05,384.15,430.85,0
355,35.0,976,Employés,Appartement,Propriétaire,94.59,15166.0,2003-07-27 00:00:00,2.0,2005-03-13 19:08:38,2005-05-08 19:08:38,199.83,207.71,0
356,62.0,94,Employés,Appartement,Propriétaire,85.13,34335.0,1998-06-09 00:00:00,0.0,,,215.05,220.89,0
357,68.0,94,Cadres et professions intellectuelles supérieures,Appartement,Locataire,74.12,28144.0,2018-07-17 00:00:00,1.0,2019-05-21 21:42:24,2019-07-22 21:42:24,206.43,232.46,0
358,52.0,28,Employés,Appartement,Locataire,85.23,15181.0,2004-05-08 00:00:00,1.0,2004-07-10 06:20:53,2004-07-11 06:20:53,198.92,216.9,0
359,17.0,80,Inactifs,Appartement,Locataire,103.49,11123.0,2003-01-13 00:00:00,2.0,2006-02-12 22:46:51,2006-03-11 22:46:51,205.8,229.22,0
360,27.0,14,Agriculteurs exploitants,Appartement,Propriétaire,101.64,14225.0,2000-12-19 00:00:00,2.0,2002-05-10 13:52:48,2002-05-11 13:52:48,198.52,244.92,1
361,60.0,38,Agriculteurs exploitants,Appartement,Locataire,82.6,25092.0,2013-06-30 00:00:00,1.0,2018-06-13 11:42:12,2018-09-17 11:42:12,207.7,210.15,0
362,47.0,976,Employés,Maison,Locataire,150.1,17192.0,2004-07-30 00:00:00,1.0,2004-08-22 23:06:24,2004-09-10 23:06:24,335.5,336.42,0
363,41.0,41,Ouvriers,Appartement,Propriétaire,59.57,32016.0,1995-02-18 00:00:00,2.0,1999-01-01 07:40:19,1999-01-02 07:40:19,222.04,235.69,0
364,48.0,75,Cadres et professions intellectuelles supérieures,Maison,Locataire,119.53,21060.0,2019-10-17 00:00:00,1.0,2019-11-23 17:30:28,2020-01-11 17:30:28,360.34,360.39,0
365,30.0,38,Ouvriers,Maison,Propriétaire,115.03,33696.0,1998-10-03 00:00:00,2.0,2002-04-15 22:02:51,2002-04-16 22:02:51,397.92,412.6,0
366,45.0,83,Agriculteurs exploitants,Appartement,Propriétaire,51.2,33882.0,2012-04-18 00:00:00,0.0,,,202.74,213.7,0
367,35.0,93,Employés,Maison,Locataire,93.26,14556.0,2016-01-18 00:00:00,3.0,2018-12-30 21:19:32,2019-04-17 21:19:32,417.33,449.34,0
368,58.0,50,Agriculteurs exploitants,Appartement,Locataire,66.72,30716.0,2008-08-26 00:00:00,2.0,2009-03-05 23:22:46,2009-06-11 23:22:46,238.54,249.63,0
369,23.0,78,Employés,Maison,Propriétaire,94.79,26892.0,1998-09-21 00:00:00,1.0,2003-05-31 16:27:01,2003-07-30 16:27:01,363.59,364.29,0
370,26.0,78,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,125.97,16396.0,1999-11-19 00:00:00,1.0,2000-01-26 02:38:13,2000-02-13 02:38:13,367.77,372.16,1
371,67.0,53,Employés,Appartement,Locataire,79.05,18756.0,2015-07-13 00:00:00,0.0,,,217.32,223.38,0
372,41.0,12,Agriculteurs exploitants,Appartement,Propriétaire,46.41,20072.0,1996-08-05 00:00:00,2.0,1999-04-28 13:41:00,1999-07-17 13:41:00,221.82,223.52,1
373,58.0,88,Cadres et professions intellectuelles supérieures,Appartement,Locataire,61.34,9891.0,1997-01-23 00:00:00,1.0,1999-02-14 16:31:27,1999-02-20 16:31:27,212.02,212.09,0
374,43.0,40,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,63.84,16634.0,2006-10-26 00:00:00,3.0,2011-07-31 08:55:19,2011-09-04 08:55:19,201.75,220.35,1
375,19.0,94,Employés,Maison,Locataire,83.65,15841.0,1996-07-22 00:00:00,2.0,1999-04-20 04:50:55,1999-07-17 04:50:55,363.28,390.58,0
376,34.0,2B,Employés,Appartement,Locataire,55.67,22085.0,1999-08-15 00:00:00,2.0,2004-07-09 11:21:04,2004-07-28 11:21:04,217.37,229.16,0
377,50.0,41,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,73.63,29166.0,2010-05-28 00:00:00,2.0,2013-06-25 20:38:45,2013-08-26 20:38:45,219.72,220.0,0
378,55.0,06,Employés,Appartement,Propriétaire,40.41,10184.0,1997-03-06 00:00:00,3.0,1998-08-04 20:45:01,1998-09-26 20:45:01,212.73,229.65,1
379,18.0,27,Employés,Appartement,Locataire,66.22,17601.0,2010-10-16 00:00:00,2.0,2013-09-04 09:43:57,2013-10-23 09:43:57,185.3,192.67,0
380,47.0,92,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,99.18,15136.0,2015-06-05 00:00:00,1.0,2018-10-24 06:25:24,2019-03-23 06:25:24,402.68,407.05,1
381,44.0,28,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,154.57,37487.0,2020-11-18 00:00:00,2.0,2020-12-17 03:35:23,2020-12-18 03:35:23,380.37,395.81,0
382,35.0,61,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,83.95,41147.0,1999-09-14 00:00:00,2.0,2001-09-19 03:00:53,2001-11-27 03:00:53,343.11,369.56,0
383,54.0,2B,Ouvriers,Maison,Locataire,101.37,38895.0,2008-07-11 00:00:00,0.0,,,344.22,348.51,0
384,46.0,32,Ouvriers,Appartement,Locataire,96.42,25919.0,2019-09-26 00:00:00,2.0,2020-10-10 08:08:16,2020-12-16 08:08:16,242.77,249.44,0
385,46.0,78,Ouvriers,Maison,Propriétaire,110.38,15245.0,2012-08-05 00:00:00,4.0,2013-02-13 21:37:44,2013-05-23 21:37:44,349.79,466.26,1
386,63.0,13,Employés,Maison,Propriétaire,118.66,17721.0,2012-02-17 00:00:00,2.0,2016-06-23 14:43:01,2016-06-24 14:43:01,350.84,386.66,0
387,48.0,50,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,59.51,9759.0,2006-01-04 00:00:00,1.0,2009-04-10 20:43:36,2009-07-30 20:43:36,254.82,261.03,1
388,37.0,18,Ouvriers,Appartement,Locataire,54.83,21490.0,2018-08-06 00:00:00,1.0,2020-01-01 16:38:01,2020-01-10 16:38:01,226.71,226.73,0
389,45.0,34,Employés,Appartement,Propriétaire,79.6,18774.0,2011-04-24 00:00:00,2.0,2014-06-29 04:14:07,2014-10-16 04:14:07,212.69,221.93,0
390,41.0,80,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,83.78,25977.0,2003-03-28 00:00:00,1.0,2004-05-08 21:35:14,2004-05-09 21:35:14,213.61,228.07,0
391,44.0,63,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,172.09,31783.0,2014-02-22 00:00:00,1.0,2015-04-13 08:52:54,2015-07-06 08:52:54,365.74,370.28,0
392,17.0,10,Employés,Maison,Propriétaire,95.59,26254.0,2005-01-07 00:00:00,0.0,,,321.35,328.79,1
393,50.0,58,Ouvriers,Appartement,Occupant à titre gratuit,64.79,24692.0,2016-08-19 00:00:00,3.0,2017-11-02 05:48:51,2018-01-15 05:48:51,220.94,227.62,0
394,54.0,77,Inactifs,Maison,Locataire,93.39,55852.0,1997-10-28 00:00:00,2.0,2000-12-30 20:31:26,2001-04-01 20:31:26,392.96,434.12,1
395,41.0,91,Cadres et professions intellectuelles supérieures,Appartement,Locataire,103.88,21906.0,2009-11-15 00:00:00,2.0,2013-03-07 12:22:14,2013-03-09 12:22:14,237.73,244.19,0
396,35.0,44,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,91.04,27368.0,1995-02-17 00:00:00,3.0,1996-07-27 09:28:42,1996-09-25 09:28:42,337.74,374.34,1
397,34.0,94,Employés,Appartement,Propriétaire,110.98,29768.0,2019-02-08 00:00:00,0.0,,,226.6,226.8,0
398,39.0,93,Employés,Appartement,Propriétaire,53.71,26189.0,2004-12-12 00:00:00,1.0,2007-05-01 13:15:32,2007-05-19 13:15:32,224.7,226.24,1
399,70.0,19,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,74.56,32549.0,2015-12-21 00:00:00,2.0,2016-07-16 08:20:02,2016-07-17 08:20:02,196.27,209.39,0
400,40.0,47,Agriculteurs exploitants,Appartement,Locataire,57.29,29997.0,1996-05-04 00:00:00,2.0,1997-02-25 16:41:47,1997-03-02 16:41:47,203.91,214.13,0
401,48.0,971,Agriculteurs exploitants,Appartement,Locataire,77.36,27226.0,2016-05-16 00:00:00,2.0,2018-11-05 06:57:38,2019-01-30 06:57:38,232.73,242.93,0
402,76.0,2A,Employés,Maison,Propriétaire,107.12,38096.0,1998-11-25 00:00:00,0.0,,,365.43,366.21,0
403,74.0,93,Ouvriers,Appartement,Propriétaire,57.36,16240.0,2004-04-24 00:00:00,1.0,2005-09-22 23:33:09,2005-10-19 23:33:09,202.1,204.58,0
404,23.0,972,Inactifs,Appartement,Propriétaire,74.08,11989.0,2010-08-05 00:00:00,2.0,2015-07-06 12:13:26,2015-08-15 12:13:26,206.2,221.17,1
405,18.0,976,Cadres et professions intellectuelles supérieures,Appartement,Locataire,46.36,26022.0,2014-03-10 00:00:00,2.0,2015-08-18 23:49:51,2015-10-27 23:49:51,225.93,238.76,0
406,15.0,24,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,105.83,23016.0,2015-08-09 00:00:00,2.0,2018-11-13 09:41:43,2019-03-18 09:41:43,349.22,372.52,0
407,51.0,95,Employés,Maison,Locataire,95.1,41760.0,2017-04-17 00:00:00,2.0,2020-07-06 20:30:49,2020-09-30 20:30:49,359.62,406.61,0
408,15.0,77,Employés,Appartement,Locataire,66.95,18969.0,1996-10-30 00:00:00,1.0,1997-07-23 16:38:52,1997-11-02 16:38:52,197.25,197.77,0
409,33.0,76,Cadres et professions intellectuelles supérieures,Appartement,Locataire,81.87,22381.0,2020-10-13 00:00:00,0.0,,,195.9,196.46,0
410,24.0,92,Employés,Appartement,Locataire,39.98,21401.0,1999-04-05 00:00:00,1.0,2001-06-09 18:27:16,2001-09-21 18:27:16,207.91,208.57,0
411,55.0,976,Cadres et professions intellectuelles supérieures,Appartement,Locataire,82.09,33059.0,2008-08-07 00:00:00,3.0,2010-06-24 20:37:46,2010-06-25 20:37:46,207.61,233.67,0
412,58.0,85,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,92.34,19067.0,2015-06-09 00:00:00,3.0,2017-05-07 05:10:19,2017-05-08 05:10:19,229.13,232.19,0
413,31.0,78,Inactifs,Maison,Locataire,162.36,28803.0,2008-04-08 00:00:00,2.0,2010-03-25 10:45:10,2010-04-27 10:45:10,337.69,339.03,0
414,51.0,75,Cadres et professions intellectuelles supérieures,Maison,Locataire,162.47,15689.0,2004-06-08 00:00:00,1.0,2004-10-25 23:53:08,2004-12-08 23:53:08,375.59,383.25,0
415,71.0,77,Employés,Appartement,Propriétaire,62.34,28270.0,2010-01-13 00:00:00,1.0,2010-02-14 19:57:42,2010-06-12 19:57:42,215.05,215.42,0
416,50.0,66,Employés,Appartement,Locataire,88.54,18376.0,2010-08-13 00:00:00,0.0,,,207.24,207.3,0
417,47.0,04,Inactifs,Appartement,Propriétaire,78.68,15395.0,2009-03-16 00:00:00,3.0,2011-10-15 11:27:02,2011-10-16 11:27:02,231.65,279.0,1
418,80.0,71,Ouvriers,Appartement,Locataire,80.81,14013.0,1997-02-15 00:00:00,0.0,,,227.14,231.78,0
419,42.0,95,Agriculteurs exploitants,Appartement,Propriétaire,32.87,15401.0,2016-02-20 00:00:00,1.0,2020-07-02 02:15:26,2020-07-03 02:15:26,201.38,202.84,0
420,35.0,51,Inactifs,Appartement,Propriétaire,49.76,16078.0,2018-03-29 00:00:00,2.0,2019-09-18 17:59:34,2019-09-19 17:59:34,227.47,238.62,0
421,52.0,94,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,66.39,33104.0,1998-03-03 00:00:00,3.0,2001-02-08 16:22:21,2001-04-28 16:22:21,320.61,344.07,0
422,23.0,44,Inactifs,Maison,Locataire,119.56,13061.0,1999-11-04 00:00:00,1.0,2003-04-17 17:40:05,2003-07-16 17:40:05,350.24,372.81,0
423,44.0,22,Cadres et professions intellectuelles supérieures,Maison,Locataire,130.2,26097.0,2014-11-23 00:00:00,2.0,2019-08-19 10:54:54,2019-08-20 10:54:54,373.55,374.96,0
424,21.0,77,Employés,Appartement,Locataire,53.79,10662.0,2005-04-03 00:00:00,1.0,2009-10-19 17:56:16,2009-11-21 17:56:16,222.78,227.24,0
425,22.0,48,Agriculteurs exploitants,Maison,Locataire,124.31,31730.0,2013-11-16 00:00:00,2.0,2017-08-30 16:54:22,2017-09-06 16:54:22,367.37,392.98,0
426,45.0,94,Ouvriers,Appartement,Propriétaire,85.43,34410.0,1996-08-19 00:00:00,1.0,1998-08-30 01:12:53,1998-08-31 01:12:53,208.59,210.3,0
427,53.0,04,Employés,Appartement,Propriétaire,74.81,11578.0,2006-09-09 00:00:00,2.0,2006-10-29 18:48:39,2007-01-11 18:48:39,211.23,248.99,1
428,25.0,21,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,98.29,16508.0,2020-12-09 00:00:00,2.0,2020-12-27 08:33:37,2020-12-28 08:33:37,229.74,259.05,0
429,44.0,79,Cadres et professions intellectuelles supérieures,Maison,Locataire,120.95,19910.0,2012-03-08 00:00:00,1.0,2015-06-09 18:29:25,2015-08-12 18:29:25,363.01,363.82,0
430,40.0,35,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,81.17,19768.0,2009-04-04 00:00:00,0.0,,,415.37,417.74,1
431,51.0,47,Employés,Appartement,Locataire,47.97,18358.0,2012-09-25 00:00:00,0.0,,,206.95,207.57,0
432,36.0,80,Inactifs,Maison,Locataire,57.88,24384.0,2002-07-29 00:00:00,0.0,,,410.33,415.55,0
433,52.0,02,Employés,Appartement,Propriétaire,50.57,21278.0,2000-09-05 00:00:00,3.0,2001-01-18 23:20:32,2001-02-01 23:20:32,209.91,232.18,1
434,39.0,07,Agriculteurs exploitants,Maison,Locataire,151.26,28525.0,2008-03-23 00:00:00,1.0,2012-10-24 04:49:55,2013-01-11 04:49:55,381.04,384.04,1
435,42.0,15,Employés,Appartement,Propriétaire,61.97,24593.0,2003-01-05 00:00:00,2.0,2005-03-25 22:27:09,2005-03-26 22:27:09,216.17,231.93,0
436,78.0,95,Ouvriers,Appartement,Occupant à titre gratuit,73.35,30559.0,2020-06-03 00:00:00,2.0,2020-07-13 11:27:37,2020-07-14 11:27:37,205.31,221.21,0
437,46.0,77,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,97.09,15510.0,2017-09-11 00:00:00,3.0,2020-08-01 09:32:40,2020-08-27 09:32:40,191.52,218.38,0
438,51.0,03,Employés,Appartement,Occupant à titre gratuit,58.86,44805.0,2009-01-06 00:00:00,3.0,2013-08-07 06:58:48,2013-10-20 06:58:48,217.97,248.75,0
439,51.0,50,Employés,Maison,Locataire,76.3,25562.0,2001-04-19 00:00:00,2.0,2002-01-21 21:23:24,2002-01-22 21:23:24,373.68,391.4,0
440,15.0,91,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,68.57,20546.0,2004-02-15 00:00:00,2.0,2005-09-05 11:36:57,2005-11-03 11:36:57,212.51,235.35,1
441,15.0,78,Cadres et professions intellectuelles supérieures,Maison,Locataire,119.09,13063.0,2011-11-05 00:00:00,1.0,2012-12-31 02:31:56,2013-02-16 02:31:56,337.43,360.07,0
442,81.0,62,Employés,Appartement,Locataire,74.82,16271.0,2002-03-09 00:00:00,3.0,2002-07-25 07:03:04,2002-07-26 07:03:04,211.95,269.22,0
443,32.0,75,Ouvriers,Maison,Propriétaire,106.11,11320.0,2016-05-13 00:00:00,1.0,2020-01-11 02:53:20,2020-04-11 02:53:20,405.16,413.07,1
444,48.0,89,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,68.53,24496.0,1995-03-13 00:00:00,3.0,1995-04-19 10:00:16,1995-04-20 10:00:16,210.99,232.69,0
445,23.0,07,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,120.48,10851.0,2013-09-26 00:00:00,2.0,2018-07-11 09:03:52,2018-07-23 09:03:52,396.86,441.01,0
446,61.0,91,Employés,Appartement,Propriétaire,101.68,25210.0,2004-05-28 00:00:00,2.0,2006-09-08 02:54:41,2006-10-05 02:54:41,209.61,229.58,0
447,15.0,51,Ouvriers,Maison,Locataire,148.29,21618.0,2012-05-09 00:00:00,2.0,2013-08-09 10:34:29,2013-08-16 10:34:29,382.4,394.16,0
448,31.0,95,Employés,Appartement,Locataire,71.15,12914.0,2007-01-30 00:00:00,2.0,2007-05-06 21:46:14,2007-06-25 21:46:14,216.67,223.07,0
449,46.0,94,Employés,Appartement,Propriétaire,71.09,22700.0,1996-07-04 00:00:00,1.0,1999-05-01 08:56:36,1999-09-18 08:56:36,213.72,214.45,1
450,22.0,29,Employés,Appartement,Propriétaire,83.19,16067.0,1995-08-27 00:00:00,1.0,1996-07-09 06:28:47,1996-08-27 06:28:47,216.22,216.29,0
451,18.0,55,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,125.67,31735.0,2003-12-17 00:00:00,0.0,,,374.08,375.44,0
452,38.0,51,Employés,Appartement,Locataire,66.24,25970.0,2018-08-20 00:00:00,0.0,,,218.65,223.27,0
453,68.0,95,Agriculteurs exploitants,Appartement,Locataire,88.49,16269.0,2015-12-09 00:00:00,1.0,2017-09-09 16:35:27,2017-09-10 16:35:27,232.52,235.15,0
454,43.0,41,Employés,Appartement,Propriétaire,88.32,14990.0,2019-06-15 00:00:00,2.0,2019-10-13 15:46:59,2019-11-10 15:46:59,221.77,244.92,0
455,61.0,78,Ouvriers,Maison,Locataire,115.89,19100.0,2012-08-29 00:00:00,3.0,2014-06-12 22:39:01,2014-08-24 22:39:01,388.44,408.31,0
456,45.0,93,Agriculteurs exploitants,Maison,Locataire,98.15,30172.0,2008-03-09 00:00:00,2.0,2012-10-23 16:23:32,2012-12-30 16:23:32,400.91,429.12,0
457,44.0,94,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,108.74,14051.0,2000-11-07 00:00:00,1.0,2001-09-11 17:51:35,2001-10-22 17:51:35,353.38,381.77,1
458,57.0,35,Cadres et professions intellectuelles supérieures,Appartement,Locataire,56.87,19063.0,2013-02-03 00:00:00,2.0,2013-03-22 14:46:05,2013-05-13 14:46:05,190.66,196.51,0
459,60.0,25,Agriculteurs exploitants,Appartement,Propriétaire,90.71,16060.0,2015-01-28 00:00:00,0.0,,,207.08,207.87,0
460,50.0,09,Employés,Maison,Propriétaire,101.8,20037.0,2000-07-29 00:00:00,1.0,2004-06-07 17:53:13,2004-08-06 17:53:13,389.66,398.75,1
461,41.0,91,Ouvriers,Appartement,Propriétaire,83.08,44246.0,2018-02-10 00:00:00,1.0,2018-09-25 13:48:22,2018-12-19 13:48:22,212.99,217.45,0
462,90.0,41,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,59.12,24889.0,2003-04-28 00:00:00,2.0,2006-11-23 08:14:00,2007-01-03 08:14:00,218.17,229.63,0
463,81.0,73,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,67.94,25595.0,2017-01-01 00:00:00,1.0,2018-09-07 03:49:18,2018-11-20 03:49:18,207.76,214.1,0
464,48.0,44,Ouvriers,Maison,Locataire,126.75,21928.0,2013-05-28 00:00:00,2.0,2015-04-06 01:33:33,2015-06-22 01:33:33,373.08,377.03,0
465,46.0,14,Ouvriers,Appartement,Locataire,76.66,28553.0,2013-03-11 00:00:00,2.0,2014-06-08 20:51:05,2014-08-24 20:51:05,223.81,235.75,0
466,39.0,51,Employés,Maison,Locataire,102.09,24856.0,2003-12-03 00:00:00,3.0,2004-04-15 07:20:36,2004-05-16 07:20:36,347.39,360.42,0
467,29.0,87,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,35.18,17651.0,2003-08-11 00:00:00,1.0,2007-02-20 16:43:11,2007-03-03 16:43:11,223.7,225.26,1
468,44.0,75,Ouvriers,Appartement,Locataire,66.28,37047.0,2003-07-31 00:00:00,3.0,2004-12-17 04:39:41,2005-04-04 04:39:41,208.45,224.24,0
469,37.0,78,Employés,Appartement,Propriétaire,46.96,40552.0,2018-05-19 00:00:00,2.0,2019-03-18 11:24:10,2019-06-20 11:24:10,201.26,239.16,0
